Cd Comite;Cd Etat;CD_STATION;Cd Type Pe;Code;Géométrie;Lb Comite;Lb Etat;Lb Type Pe;Necessaire;NID;NOM;Nombre d'enregistrements;Type;VID;lat;long
FR000004;4MO;03936X0002/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,732913626;0,211460422
FR000004;4MO;04257X0003/N2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,553935194;0,243713267
FR000004;4MO;04258X0007/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,584386594;0,266069150
FR000004;4MO;03934X0012/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,820961946;0,315296919
FR000004;4MO;03938X0030/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,736335482;0,322455597
FR000004;4MO;03945X0010/SOURCE;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,764087874;0,362394093
FR000004;4MO;04254X0082/F3;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,604445354;0,364280291
FR000004;4MO;03934X0003/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,810279035;0,381088707
FR000004;4MO;04265X0021/FAEP2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,511234857;0,402513568
FR000004;4MO;03945X0011/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,743441280;0,402574982
FR000004;4MO;04261X0553/F4;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,718263378;0,437383879
FR000004;4MO;04266X0008/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,557635478;0,454608856
FR000004;4MO;04266X0007/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,541823858;0,467942093
FR000004;4MO;04266X0002/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,563028741;0,472310264
FR000004;4MO;04262X0002/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,635886228;0,530567098
FR000004;4MO;03947X0543/F4;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,737282016;0,589991015
FR000004;4MO;03943X0010/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,831734070;0,620242176
FR000004;4MO;03943X0011/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,798827830;0,649619611
FR000004;4MO;03948X0002/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,741140590;0,674794021
FR000004;4MO;03605X2012/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,866871347;0,726390337
FR000004;4MO;03601X0501/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,968657910;0,730675524
FR000004;4MO;03605X0503/SOURCE;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,876833379;0,756276638
FR000004;4MO;03241X0501/SOURCE;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,158051380;0,770341024
FR000004;4MO;03951X0510/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,846989734;0,772656831
FR000004;4MO;03955X0003/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,711833007;0,781952390
FR000004;4MO;03605X0509/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,948649014;0,784521895
FR000004;4MO;03955X0006/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,803240643;0,795207760
FR000004;4MO;03246X0503/SR;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,118227639;0,804686289
FR000004;4MO;03951X0002/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,826980321;0,805360593
FR000004;4MO;03952X0004/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,853060754;0,810758727
FR000004;4MO;03606X0501/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,944080403;0,822805434
FR000004;4MO;03606X0004/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,895728686;0,823366257
FR000004;4MO;03246X0502/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,089282996;0,840417623
FR000004;4MO;03956X0071/F5AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,753224088;0,858003701
FR000004;4MO;03247X0004/F1F3;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,106279201;0,890173684
FR000004;4MO;03603X0013/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,039247620;0,899922945
FR000004;4MO;03957X0070/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,692161692;0,904303477
FR000004;4MO;03607X0001/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,911011297;0,906858568
FR000004;4MO;03953X0030/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,830593642;0,908513370
FR000004;4MO;03603X0003/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,982763822;0,911682419
FR000004;4MO;03243X0001/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,200646956;0,922663188
FR000004;4MO;03957X0052/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,760203288;0,927776570
FR000004;4MO;03247X0003/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,088808949;0,961094378
FR000004;4MO;03957X0058/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,775568987;0,970306834
FR000004;4MO;03607X0008/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,953004882;0,981218351
FR000004;4MO;03954X0009/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,793752076;0,997759420
FR000004;4MO;03248X0017/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,064747494;1,004893816
FR000004;4MO;03603X0004/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,023029392;1,005967338
FR000004;4MO;03958X0029/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,782709858;1,029694373
FR000004;4MO;03604X0001/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,971060195;1,030688657
FR000004;4MO;03604X0002/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,026429466;1,050137471
FR000004;4MO;02905X0014/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,266782502;1,052930992
FR000004;4MO;03244X0012/PF;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,248896629;1,053503053
FR000004;4MO;02898X0007/PAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,308236478;1,057155800
FR000004;4MO;03954X0064/F2AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,803041904;1,058225013
FR000004;4MO;03248X0001/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,157733405;1,059161105
FR000004;4MO;03954X0023/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,801100079;1,062797737
FR000004;4MO;03248X0018/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,098811577;1,070191275
FR000004;4MO;03961X0001/F2AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,841184042;1,079936378
FR000004;4MO;03248X0011/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,110898781;1,086340638
FR000004;4MO;03961X0123/PCAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,810669713;1,088727513
FR000004;4MO;03961X0019/PF3AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,806000989;1,090222971
FR000004;4MO;03611X0052/FAEP2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,048727408;1,093855428
FR000004;4MO;03961X0121/F3AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,805262958;1,096866276
FR000004;4MO;03248X0012/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,141785622;1,104127190
FR000004;4MO;03961X0098/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,835194956;1,113738391
FR000004;4MO;03965X0082/F2AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,794630070;1,120608477
FR000004;4MO;02902X0016/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,385938075;1,120621217
FR000004;4MO;02901X0012/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,391449359;1,122803763
FR000004;4MO;03961X0003/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,860901394;1,123382301
FR000004;4MO;03965X0081/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,769821185;1,128515182
FR000004;4MO;03251X0004/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,222474356;1,130552904
FR000004;4MO;03252X0003/PC;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,209772856;1,132281865
FR000004;4MO;03611X0001/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,010394207;1,144532383
FR000004;4MO;03962X0001/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,838867357;1,147502009
FR000004;4MO;03611X0050/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,059470963;1,155354168
FR000004;4MO;03966X0002/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,726841530;1,166539113
FR000004;4MO;03251X0015/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,209436178;1,175577873
FR000004;4MO;03961X0004/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,777413135;1,178310860
FR000004;4MO;03251X0006/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,191470969;1,182439387
FR000004;4MO;03256X0005/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,139065950;1,188441527
FR000004;4MO;02902X0003/P2AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,346766896;1,201038719
FR000004;4MO;02906X0004/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,322868661;1,224411887
FR000004;4MO;02906X0002/PCAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,317352105;1,227049857
FR000004;4MO;03616X0078/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,872198916;1,227993476
FR000004;4MO;03616X0003/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,943393169;1,229700349
FR000004;4MO;03252X0009/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,137033025;1,240875384
FR000004;4MO;03253X0002/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,221444989;1,253597614
FR000004;4MO;03963X0001/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,794770167;1,267684315
FR000004;4MO;03253X0008/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,176173609;1,268901349
FR000004;4MO;03613X0095/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,981658746;1,299441080
FR000004;4MO;03963X0002/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,822932090;1,302695726
FR000004;4MO;02907X0002/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,311857211;1,305760052
FR000004;4MO;02903X0009/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,338244143;1,306967507
FR000004;4MO;03613X0105/F1AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,069392752;1,308044884
FR000004;4MO;03617X0072/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,912143703;1,321374669
FR000004;4MO;03613X0100/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,982063587;1,329798014
FR000004;4MO;03257X0017/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,114027316;1,340453430
FR000004;4MO;03258X0059/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,062192461;1,340631666
FR000004;4MO;02908X0025/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,272336069;1,367885190
FR000004;4MO;03254X0153/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,194925385;1,385433647
FR000004;4MO;03254X0107/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,243738998;1,399508114
FR000004;4MO;03971X0092/F2AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,866435500;1,402623580
FR000004;4MO;03258X0075/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,129457433;1,406563992
FR000004;4MO;03614X0001/PAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,055248318;1,407687067
FR000004;4MO;02908X0027/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,253882434;1,408067469
FR000004;4MO;03971X0091/F1AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,874362853;1,411107016
FR000004;4MO;02915X0003/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,285370889;1,464955712
FR000004;4MO;03261X0046/P;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,218611385;1,467550244
FR000004;4MO;02915X0023/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,308430333;1,468291595
FR000004;4MO;03261X0002/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,186250940;1,485903662
FR000004;4MO;02915X0015/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,225992784;1,494719049
FR000004;4MO;03265X0005/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,151584220;1,502129789
FR000004;4MO;02915X0001/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,293527437;1,507089251
FR000004;4MO;03261X0003/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,175174621;1,519727360
FR000004;4MO;02916X0034/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,267582263;1,522439549
FR000004;4MO;03262X0002/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,227486473;1,534993004
FR000004;4MO;03265X0010/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,095977970;1,538363357
FR000004;4MO;03622X0090/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,061290035;1,539611305
FR000004;4MO;03265X0031/S;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,126307965;1,540993799
FR000004;4MO;02916X0001/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,291773418;1,553004182
FR000004;4MO;03262X0004/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,201720113;1,564637942
FR000004;4MO;02916X0007/PFAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,258003159;1,577580349
FR000004;4MO;03262X0003/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,165300282;1,584653599
FR000004;4MO;03263X0104/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;48,166317045;1,604709915
